fips	state	county	population	percent_fair_or_poor_health
1000	Alabama		1232042	22.02870285
1001	Alabama	Autauga	14438	20.88298733
1003	Alabama	Baldwin	48703	17.50913436
1005	Alabama	Barbour	6779	29.59180171
1007	Alabama	Bibb	5970	19.43972416
1009	Alabama	Blount	13939	21.74529281
1011	Alabama	Bullock	2719	30.99910185
1013	Alabama	Butler	4825	27.91067318
1015	Alabama	Calhoun	28862	23.10773322
1017	Alabama	Chambers	7664	23.9954736
1019	Alabama	Cherokee	5446	20.6984706
1021	Alabama	Chilton	11437	21.18546291
1023	Alabama	Choctaw	2772	24.86353129
1025	Alabama	Clarke	5514	25.23508481
1027	Alabama	Clay	2848	23.79591741
1029	Alabama	Cleburne	3530	19.28440781
1031	Alabama	Coffee	13238	19.42582681
1033	Alabama	Colbert	13032	20.91445435
1035	Alabama	Conecuh	2639	28.60874779
1037	Alabama	Coosa	2419	24.91910328
1039	Alabama	Covington	8392	22.66880625
1041	Alabama	Crenshaw	3309	22.14693624
1043	Alabama	Cullman	20344	21.78649369
1045	Alabama	Dale	12942	23.43310703
1047	Alabama	Dallas	9129	29.82689782
1049	Alabama	DeKalb	17609	25.95898149
1051	Alabama	Elmore	22298	18.63386282
1053	Alabama	Escambia	9784	26.05489189
1055	Alabama	Etowah	25037	21.48386406
1057	Alabama	Fayette	3774	22.19934392
1059	Alabama	Franklin	7965	25.36802147
1061	Alabama	Geneva	6089	23.0846693
1063	Alabama	Greene	1772	33.98515564
1065	Alabama	Hale	3317	27.90257033
1067	Alabama	Henry	3795	21.41926206
1069	Alabama	Houston	26565	20.2697971
1071	Alabama	Jackson	12476	23.24476181
1073	Alabama	Jefferson	178732	19.69630214
1075	Alabama	Lamar	3034	24.25531098
1077	Alabama	Lauderdale	21159	20.12583341
1079	Alabama	Lawrence	7974	21.83380312
1081	Alabama	Lee	42103	21.46390783
1083	Alabama	Limestone	24779	20.11404561
1085	Alabama	Lowndes	2349	30.35591055
1087	Alabama	Macon	3803	29.86333813
1089	Alabama	Madison	92857	19.25782533
1091	Alabama	Marengo	4549	26.24173744
1093	Alabama	Marion	6769	22.25650467
1095	Alabama	Marshall	23252	22.39465306
1097	Alabama	Mobile	106776	22.3990914
1099	Alabama	Monroe	4673	30.01619585
1101	Alabama	Montgomery	61518	23.87508622
1103	Alabama	Morgan	29634	20.55428234
1105	Alabama	Perry	1929	35.42905408
1107	Alabama	Pickens	5018	26.59326475
1109	Alabama	Pike	7311	24.55416321
1111	Alabama	Randolph	5042	21.3892945
1113	Alabama	Russell	16355	25.46314877
1115	Alabama	St. Clair	22679	19.27257125
1117	Alabama	Shelby	56097	16.48943997
1119	Alabama	Sumter	2371	33.63301606
1121	Alabama	Talladega	19907	23.19712431
1123	Alabama	Tallapoosa	8632	22.84730675
1125	Alabama	Tuscaloosa	54988	20.26232998
1127	Alabama	Walker	15200	24.37171888
1129	Alabama	Washington	3458	23.04085882
1131	Alabama	Wilcox	2464	29.44186605
1133	Alabama	Winston	5259	21.43141982
2000	Alaska		211198	18.08017613
2013	Alaska	Aleutians East	999	16.83452091
2016	Alaska	Aleutians West	1852	15.17262647
2020	Alaska	Anchorage	89484	14.99110713
2050	Alaska	Bethel	4705	23.96387468
2060	Alaska	Bristol Bay	226	15.38526942
2068	Alaska	Denali	561	13.48901921
2070	Alaska	Dillingham	1285	23.02420086
2090	Alaska	Fairbanks North Star	30547	11.95641275
2100	Alaska	Haines	618	12.7128327
2105	Alaska	Hoonah-Angoon	444	17.06799513
2110	Alaska	Juneau	9218	11.4644241
2122	Alaska	Kenai Peninsula	14143	14.74812876
2130	Alaska	Ketchikan Gateway	3573	13.68845386
2150	Alaska	Kodiak Island	4067	13.28274724
2158	Alaska	Kusilvak	1986	36.93195283
2164	Alaska	Lake and Peninsula	361	21.61919975
2170	Alaska	Matanuska-Susitna	28351	13.21390288
2180	Alaska	Nome	2607	24.78950635
2185	Alaska	North Slope	2889	16.33393667
2188	Alaska	Northwest Arctic	2033	23.52824347
2195	Alaska	Petersburg	654	12.25377501
2198	Alaska	Prince of Wales-Hyder	1504	18.48660272
2220	Alaska	Sitka	2471	12.52473811
2230	Alaska	Skagway	371	11.60499358
2240	Alaska	Southeast Fairbanks	1728	14.79708249
2261	Alaska	Valdez-Cordova	2512	12.21057082
2275	Alaska	Wrangell	471	15.08049451
2282	Alaska	Yakutat	180	16.43724912
2290	Alaska	Yukon-Koyukuk	1358	22.92893292
4000	Arizona		1801031	18.55504464
4001	Arizona	Apache	16568	25.95120197
4003	Arizona	Cochise	29676	18.06944859
4005	Arizona	Coconino	34421	15.88451414
4007	Arizona	Gila	9700	18.66972167
4009	Arizona	Graham	10473	18.91427963
4011	Arizona	Greenlee	2685	17.86541623
4012	Arizona	La Paz	3368	22.00599671
4013	Arizona	Maricopa	1173229	15.62265423
4015	Arizona	Mohave	39698	18.91227263
4017	Arizona	Navajo	24940	24.2846849
4019	Arizona	Pima	243726	17.16099051
4021	Arizona	Pinal	110745	20.09121745
4023	Arizona	Santa Cruz	10128	26.57921759
4025	Arizona	Yavapai	40336	15.40051142
4027	Arizona	Yuma	51338	22.72637637
5000	Arkansas		758003	23.19868077
5001	Arkansas	Arkansas	4209	23.12340567
5003	Arkansas	Ashley	4408	24.02256347
5005	Arkansas	Baxter	7768	18.94624372
5007	Arkansas	Benton	74932	16.23336006
5009	Arkansas	Boone	8624	21.217831
5011	Arkansas	Bradley	2632	28.44205722
5013	Arkansas	Calhoun	1137	23.97552891
5015	Arkansas	Carroll	5755	22.02276918
5017	Arkansas	Chicot	2422	30.05242378
5019	Arkansas	Clark	4412	23.74251321
5021	Arkansas	Clay	3397	22.55383136
5023	Arkansas	Cleburne	5044	20.06844482
5025	Arkansas	Cleveland	1776	22.0305959
5027	Arkansas	Columbia	5124	26.52042418
5029	Arkansas	Conway	4904	22.15407412
5031	Arkansas	Craighead	29956	22.71733072
5033	Arkansas	Crawford	15450	20.1086983
5035	Arkansas	Crittenden	12283	25.87044292
5037	Arkansas	Cross	3941	23.66743852
5039	Arkansas	Dallas	1625	22.72461188
5041	Arkansas	Desha	2633	31.97991039
5043	Arkansas	Drew	4132	25.46629278
5045	Arkansas	Faulkner	32835	20.65199747
5047	Arkansas	Franklin	4002	21.81170744
5049	Arkansas	Fulton	2311	22.38693055
5051	Arkansas	Garland	21922	19.98658798
5053	Arkansas	Grant	4367	20.22855459
5055	Arkansas	Greene	11530	20.03421994
5057	Arkansas	Hempstead	4809	26.76711454
5059	Arkansas	Hot Spring	8572	20.16134344
5061	Arkansas	Howard	3082	26.3945723
5063	Arkansas	Independence	9052	22.98525
5065	Arkansas	Izard	2804	20.42463077
5067	Arkansas	Jackson	4763	25.4560386
5069	Arkansas	Jefferson	17260	25.73728349
5071	Arkansas	Johnson	6328	24.32237691
5073	Arkansas	Lafayette	1393	25.29387321
5075	Arkansas	Lawrence	3735	20.94174644
5077	Arkansas	Lee	2624	29.15804266
5079	Arkansas	Lincoln	4454	24.86347965
5081	Arkansas	Little River	3002	24.33681544
5083	Arkansas	Logan	5135	22.27888198
5085	Arkansas	Lonoke	20305	18.91173354
5087	Arkansas	Madison	3533	21.94536858
5089	Arkansas	Marion	2892	19.77407312
5091	Arkansas	Miller	11270	22.7213858
5093	Arkansas	Mississippi	10727	27.27044036
5095	Arkansas	Monroe	1353	28.112733
5097	Arkansas	Montgomery	1648	21.74415188
5099	Arkansas	Nevada	1744	25.58941012
5101	Arkansas	Newton	1494	21.74563842
5103	Arkansas	Ouachita	5414	27.01047983
5105	Arkansas	Perry	2293	20.41440341
5107	Arkansas	Phillips	4087	32.867584
5109	Arkansas	Pike	2427	22.1600246
5111	Arkansas	Poinsett	5780	23.6238212
5113	Arkansas	Polk	4374	23.87884729
5115	Arkansas	Pope	15274	22.07626162
5117	Arkansas	Prairie	1701	21.51663057
5119	Arkansas	Pulaski	109122	19.18877764
5121	Arkansas	Randolph	4248	22.10491716
5123	Arkansas	St. Francis	7601	27.93666261
5125	Arkansas	Saline	31562	15.44554142
5127	Arkansas	Scott	2176	23.07263815
5129	Arkansas	Searcy	1645	21.88827494
5131	Arkansas	Sebastian	32358	21.42985336
5133	Arkansas	Sevier	4323	28.76292407
5135	Arkansas	Sharp	3268	26.31817582
5137	Arkansas	Stone	2331	22.6265688
5139	Arkansas	Union	9483	23.42252094
5141	Arkansas	Van Buren	3273	20.9807735
5143	Arkansas	Washington	64572	20.14774338
5145	Arkansas	White	18800	20.22553819
5147	Arkansas	Woodruff	1319	25.88739379
5149	Arkansas	Yell	5062	25.06272431
6000	California		11089177	17.2182085
6001	California	Alameda	516424	12.41221904
6003	California	Alpine	231	16.46323334
6005	California	Amador	8073	13.10249981
6007	California	Butte	52758	17.4487559
6009	California	Calaveras	8141	12.32914476
6011	California	Colusa	5401	19.41526547
6013	California	Contra Costa	295476	12.3004844
6015	California	Del Norte	7529	17.68336332
6017	California	El Dorado	39305	12.03408866
6019	California	Fresno	269117	23.79711945
6021	California	Glenn	6832	18.47334716
6023	California	Humboldt	35373	15.68309618
6025	California	Imperial	48043	24.612959
6027	California	Inyo	4065	14.57614857
6029	California	Kern	246474	22.52031905
6031	California	Kings	45669	21.44558932
6033	California	Lake	13679	18.04353192
6035	California	Lassen	10640	15.20446073
6037	California	Los Angeles	2997389	16.41866935
6039	California	Madera	41051	22.54828299
6041	California	Marin	54573	10.57673869
6043	California	Mariposa	3499	13.71595676
6045	California	Mendocino	20088	16.50722914
6047	California	Merced	71483	22.70947494
6049	California	Modoc	1988	16.44623385
6051	California	Mono	3827	13.81194252
6053	California	Monterey	119258	21.68177363
6055	California	Napa	35038	14.12167196
6057	California	Nevada	20726	11.94355137
6059	California	Orange	869040	13.90237777
6061	California	Placer	90501	10.64040164
6063	California	Plumas	3558	13.76108882
6065	California	Riverside	632544	17.05947574
6067	California	Sacramento	432095	15.80089097
6069	California	San Benito	15535	17.45997289
6071	California	San Bernardino	593129	19.83756058
6073	California	San Diego	978240	14.45889521
6075	California	San Francisco	340224	11.4775591
6077	California	San Joaquin	195573	17.34211267
6079	California	San Luis Obispo	62808	13.15532864
6081	California	San Mateo	222084	12.26184599
6083	California	Santa Barbara	109098	17.13003604
6085	California	Santa Clara	585883	12.16632656
6087	California	Santa Cruz	65427	15.2485197
6089	California	Shasta	41872	14.38507462
6091	California	Sierra	567	13.77226377
6093	California	Siskiyou	8725	15.87986618
6095	California	Solano	117987	15.02133613
6097	California	Sonoma	127183	14.13989263
6099	California	Stanislaus	145266	18.4161612
6101	California	Sutter	24925	16.61673003
6103	California	Tehama	14541	18.04513936
6105	California	Trinity	2475	16.38460577
6107	California	Tulare	122186	25.7429459
6109	California	Tuolumne	12232	13.20999481
6111	California	Ventura	217770	15.1546722
6113	California	Yolo	54436	15.90090609
6115	California	Yuba	21123	16.39253722
8000	Colorado		1598434	14.47401704
8001	Colorado	Adams	153466	16.64357871
8003	Colorado	Alamosa	4021	22.84043616
8005	Colorado	Arapahoe	188738	11.68405808
8007	Colorado	Archuleta	2559	13.83124407
8009	Colorado	Baca	749	15.61365984
8011	Colorado	Bent	2043	19.99943005
8013	Colorado	Boulder	84717	11.6126994
8014	Colorado	Broomfield	19680	9.723792457
8015	Colorado	Chaffee	4580	12.80439222
8017	Colorado	Cheyenne	437	12.9891375
8019	Colorado	Clear Creek	2166	10.47247951
8021	Colorado	Conejos	1722	22.69359058
8023	Colorado	Costilla	592	27.97070782
8025	Colorado	Crowley	1678	18.80764297
8027	Colorado	Custer	551	13.44343186
8029	Colorado	Delta	6160	15.65874365
8031	Colorado	Denver	266837	15.08485666
8033	Colorado	Dolores	368	14.54108623
8035	Colorado	Douglas	85839	8.120645018
8037	Colorado	Eagle	17666	12.26205439
8039	Colorado	Elbert	4825	10.79396061
8041	Colorado	El Paso	193749	12.59061092
8043	Colorado	Fremont	12944	16.07416898
8045	Colorado	Garfield	16351	13.16540682
8047	Colorado	Gilpin	1609	10.47534326
8049	Colorado	Grand	4109	11.83660254
8051	Colorado	Gunnison	4501	13.13863775
8053	Colorado	Hinsdale	133	12.12761198
8055	Colorado	Huerfano	1158	17.30085025
8057	Colorado	Jackson	239	13.9645692
8059	Colorado	Jefferson	157065	9.347265343
8061	Colorado	Kiowa	284	13.46215623
8063	Colorado	Kit Carson	2021	14.33741347
8065	Colorado	Lake	2439	16.46451412
8067	Colorado	La Plata	14900	12.4229908
8069	Colorado	Larimer	89714	11.68045413
8071	Colorado	Las Animas	3182	19.7483916
8073	Colorado	Lincoln	1771	13.84576129
8075	Colorado	Logan	5420	14.5656039
8077	Colorado	Mesa	37164	14.08915448
8079	Colorado	Mineral	142	11.94973749
8081	Colorado	Moffat	3463	13.35645669
8083	Colorado	Montezuma	5380	15.43254141
8085	Colorado	Montrose	8694	16.25134325
8087	Colorado	Morgan	6961	16.56749727
8089	Colorado	Otero	4120	20.31663681
8091	Colorado	Ouray	984	11.16331926
8093	Colorado	Park	3489	10.59726292
8095	Colorado	Phillips	939	13.63905579
8097	Colorado	Pitkin	5095	10.58542971
8099	Colorado	Prowers	2651	17.46811058
8101	Colorado	Pueblo	40336	22.5151171
8103	Colorado	Rio Blanco	1554	12.57431153
8105	Colorado	Rio Grande	2437	17.28946283
8107	Colorado	Routt	7452	10.95999273
8109	Colorado	Saguache	1201	20.97404789
8111	Colorado	San Juan	129	15.05190653
8113	Colorado	San Miguel	2540	11.99361551
8115	Colorado	Sedgwick	445	14.63173681
8117	Colorado	Summit	10449	10.85980353
8119	Colorado	Teller	4606	10.47555665
8121	Colorado	Washington	1121	12.99275365
8123	Colorado	Weld	83759	13.56472569
8125	Colorado	Yuma	2340	15.26820188
9000	Connecticut		866871	13.80070984
9001	Connecticut	Fairfield	226868	10.59603022
9003	Connecticut	Hartford	226349	13.04421594
9005	Connecticut	Litchfield	37724	10.67878186
9007	Connecticut	Middlesex	36131	10.37722437
9009	Connecticut	New Haven	215010	14.44271145
9011	Connecticut	New London	64700	11.54628191
9013	Connecticut	Tolland	31630	10.47040495
9015	Connecticut	Windham	28459	13.38518756
10000	Delaware		236596	17.99469167
10001	Delaware	Kent	43753	18.95571601
10003	Delaware	New Castle	148776	16.79993402
10005	Delaware	Sussex	44067	17.8137092
11000	District of Columbia		258892	13.03379366
11001	District of Columbia	District of Columbia	258892	13.03379366
12000	Florida		5159707	17.47746618
12001	Florida	Alachua	68588	17.61444956
12003	Florida	Baker	7189	19.93322989
12005	Florida	Bay	48223	19.76913281
12007	Florida	Bradford	7655	22.59226569
12009	Florida	Brevard	122912	17.60625924
12011	Florida	Broward	513183	17.78226995
12013	Florida	Calhoun	3888	24.27885071
12015	Florida	Charlotte	26352	15.66462865
12017	Florida	Citrus	22755	17.74063658
12019	Florida	Clay	52644	17.64964678
12021	Florida	Collier	70926	17.72035943
12023	Florida	Columbia	16799	22.95856118
12027	Florida	DeSoto	9559	26.08868062
12029	Florida	Dixie	3699	24.45111594
12031	Florida	Duval	267967	19.44897699
12033	Florida	Escambia	78718	18.82630231
12035	Florida	Flagler	20088	17.30680159
12037	Florida	Franklin	3102	19.3781184
12039	Florida	Gadsden	11565	25.83346507
12041	Florida	Gilchrist	3611	21.12675716
12043	Florida	Glades	3118	21.10286677
12045	Florida	Gulf	4363	20.91135125
12047	Florida	Hamilton	3767	25.74266007
12049	Florida	Hardee	6898	27.17906985
12051	Florida	Hendry	10603	28.67637814
12053	Florida	Hernando	36940	18.53097813
12055	Florida	Highlands	18673	20.93725291
12057	Florida	Hillsborough	395227	19.55145922
12059	Florida	Holmes	4847	23.77355865
12061	Florida	Indian River	27222	17.09130075
12063	Florida	Jackson	13234	22.69921073
12065	Florida	Jefferson	3508	20.14554015
12067	Florida	Lafayette	2642	20.86994125
12069	Florida	Lake	71776	17.36712245
12071	Florida	Lee	152459	17.93804976
12073	Florida	Leon	72500	15.8008338
12075	Florida	Levy	8332	22.99705349
12077	Florida	Liberty	2316	24.99128727
12079	Florida	Madison	4725	24.47978223
12081	Florida	Manatee	77754	16.72462137
12083	Florida	Marion	71087	21.22958791
12085	Florida	Martin	29071	14.97533451
12086	Florida	Miami-Dade	769316	23.64806984
12087	Florida	Monroe	18851	16.4038229
12089	Florida	Nassau	18595	15.15067805
12091	Florida	Okaloosa	55808	15.26624574
12093	Florida	Okeechobee	10100	23.58144443
12095	Florida	Orange	407881	19.45418537
12097	Florida	Osceola	97530	24.09819362
12099	Florida	Palm Beach	338467	17.40119626
12101	Florida	Pasco	117692	18.3638906
12103	Florida	Pinellas	218756	16.91898311
12105	Florida	Polk	163757	20.69515695
12107	Florida	Putnam	15426	24.95260121
12109	Florida	St. Johns	53615	12.686897
12111	Florida	St. Lucie	68348	19.3188831
12113	Florida	Santa Rosa	45073	16.81810393
12115	Florida	Sarasota	70148	13.06028265
12117	Florida	Seminole	127124	16.05102972
12119	Florida	Sumter	14509	14.49104118
12121	Florida	Suwannee	10431	24.34621483
12123	Florida	Taylor	5989	23.83196099
12125	Florida	Union	4701	22.12547263
12127	Florida	Volusia	115258	18.06742297
12129	Florida	Wakulla	9096	17.08657588
12131	Florida	Walton	16154	21.58574772
12133	Florida	Washington	6597	23.47904764
13000	Georgia		2792335	18.02498177
13001	Georgia	Appling	4350	22.39526214
13003	Georgia	Atkinson	2183	26.5274875
13005	Georgia	Bacon	3032	20.00414537
13007	Georgia	Baker	664	20.32339335
13009	Georgia	Baldwin	10257	23.51884938
13011	Georgia	Banks	4526	17.23668961
13013	Georgia	Barrow	22362	17.0561108
13015	Georgia	Bartow	27042	16.63113166
13017	Georgia	Ben Hill	4060	23.96540727
13019	Georgia	Berrien	4699	19.46376984
13021	Georgia	Bibb	38571	21.37259372
13023	Georgia	Bleckley	2536	19.12008047
13025	Georgia	Brantley	4373	19.78069548
13027	Georgia	Brooks	3647	21.64119936
13029	Georgia	Bryan	10537	15.80850214
13031	Georgia	Bulloch	18015	20.57244783
13033	Georgia	Burke	5312	24.13832937
13035	Georgia	Butts	6742	20.15946836
13037	Georgia	Calhoun	2134	28.26701477
13039	Georgia	Camden	14232	17.00056688
13043	Georgia	Candler	2651	25.52178492
13045	Georgia	Carroll	29783	18.98424509
13047	Georgia	Catoosa	16855	14.69678206
13049	Georgia	Charlton	3351	19.83422109
13051	Georgia	Chatham	82867	18.43964647
13053	Georgia	Chattahoochee	3401	19.65582586
13055	Georgia	Chattooga	6238	19.08946134
13057	Georgia	Cherokee	63716	14.86981209
13059	Georgia	Clarke	34598	23.04095435
13061	Georgia	Clay	686	31.65191885
13063	Georgia	Clayton	80454	23.10450972
13065	Georgia	Clinch	1746	26.89123479
13067	Georgia	Cobb	215231	13.68297867
13069	Georgia	Coffee	11413	21.29007472
13071	Georgia	Colquitt	11651	23.81126095
13073	Georgia	Columbia	40971	13.40608779
13075	Georgia	Cook	4211	21.17848037
13077	Georgia	Coweta	36185	15.39962688
13079	Georgia	Crawford	2778	19.19240441
13081	Georgia	Crisp	5156	25.67457894
13083	Georgia	Dade	3724	15.99385834
13085	Georgia	Dawson	5611	13.54141296
13087	Georgia	Decatur	6596	20.2596661
13089	Georgia	DeKalb	231876	16.29244416
13091	Georgia	Dodge	5495	20.77008071
13093	Georgia	Dooly	3461	23.52259437
13095	Georgia	Dougherty	22758	25.38788847
13097	Georgia	Douglas	37779	17.94018629
13099	Georgia	Early	2260	24.8050232
13101	Georgia	Echols	1125	22.22698168
13103	Georgia	Effingham	16211	14.28384254
13105	Georgia	Elbert	4458	19.94257337
13107	Georgia	Emanuel	5730	23.57984637
13109	Georgia	Evans	2840	22.26053973
13111	Georgia	Fannin	4623	17.17608164
13113	Georgia	Fayette	22145	12.91483191
13115	Georgia	Floyd	23786	19.03179775
13117	Georgia	Forsyth	57262	12.99256926
13119	Georgia	Franklin	5077	19.2883131
13121	Georgia	Fulton	318209	14.7536181
13123	Georgia	Gilmer	6063	17.22028892
13125	Georgia	Glascock	640	17.10681284
13127	Georgia	Glynn	19951	18.05908447
13129	Georgia	Gordon	14529	18.88182257
13131	Georgia	Grady	6016	20.8227036
13133	Georgia	Greene	3428	21.48810516
13135	Georgia	Gwinnett	253897	16.43948614
13137	Georgia	Habersham	10396	18.04594054
13139	Georgia	Hall	50520	18.31484866
13141	Georgia	Hancock	2254	27.09011844
13143	Georgia	Haralson	7077	16.29069586
13145	Georgia	Harris	7461	13.36886811
13147	Georgia	Hart	5951	19.1586119
13149	Georgia	Heard	2772	18.37301821
13151	Georgia	Henry	57650	17.20226431
13153	Georgia	Houston	42195	18.75609812
13155	Georgia	Irwin	2267	22.30597147
13157	Georgia	Jackson	17662	15.32734616
13159	Georgia	Jasper	3185	20.26120323
13161	Georgia	Jeff Davis	3839	21.36723839
13163	Georgia	Jefferson	3726	23.97474544
13165	Georgia	Jenkins	1610	25.86405588
13167	Georgia	Johnson	2433	20.06021324
13169	Georgia	Jones	6923	16.79045782
13171	Georgia	Lamar	4147	18.78421701
13173	Georgia	Lanier	2973	21.13483481
13175	Georgia	Laurens	11381	23.56568588
13177	Georgia	Lee	8188	15.06022591
13179	Georgia	Liberty	18800	21.67964565
13181	Georgia	Lincoln	1683	18.76043036
13183	Georgia	Long	5522	20.36380412
13185	Georgia	Lowndes	30039	21.17043764
13187	Georgia	Lumpkin	6705	17.20884679
13189	Georgia	McDuffie	5142	21.08175049
13191	Georgia	McIntosh	2811	18.91972266
13193	Georgia	Macon	3635	25.80984437
13195	Georgia	Madison	6973	17.9537889
13197	Georgia	Marion	1860	20.89244652
13199	Georgia	Meriwether	4747	21.74221196
13201	Georgia	Miller	1405	20.18645683
13205	Georgia	Mitchell	5950	23.34823335
13207	Georgia	Monroe	6317	15.47047353
13209	Georgia	Montgomery	2117	18.11340412
13211	Georgia	Morgan	3560	15.11733119
13213	Georgia	Murray	10097	19.12234228
13215	Georgia	Muscogee	56665	20.73460642
13217	Georgia	Newton	27490	18.30180246
13219	Georgia	Oconee	8468	12.54218117
13221	Georgia	Oglethorpe	3770	17.14386037
13223	Georgia	Paulding	43366	15.33957578
13225	Georgia	Peach	6343	20.40412568
13227	Georgia	Pickens	6866	13.3521902
13229	Georgia	Pierce	4704	18.16523767
13231	Georgia	Pike	4504	14.06856395
13233	Georgia	Polk	10566	19.57340406
13235	Georgia	Pulaski	3116	20.88762413
13237	Georgia	Putnam	4433	18.59580594
13239	Georgia	Quitman	526	23.06716999
13241	Georgia	Rabun	3515	17.79575652
13243	Georgia	Randolph	1471	28.3124645
13245	Georgia	Richmond	56013	20.98511048
13247	Georgia	Rockdale	21346	20.67330191
13249	Georgia	Schley	1267	20.14361607
13251	Georgia	Screven	3227	21.53969461
13253	Georgia	Seminole	1848	21.02852523
13255	Georgia	Spalding	16280	21.02132195
13257	Georgia	Stephens	5419	18.41201274
13259	Georgia	Stewart	2251	33.02599085
13261	Georgia	Sumter	6940	24.75469102
13263	Georgia	Talbot	1242	21.45239979
13265	Georgia	Taliaferro	429	26.1946836
13267	Georgia	Tattnall	7878	21.97331949
13269	Georgia	Taylor	1666	23.98897906
13271	Georgia	Telfair	5101	24.82279024
13273	Georgia	Terrell	2065	25.81893881
13275	Georgia	Thomas	10662	20.4405074
13277	Georgia	Tift	10438	21.96956019
13279	Georgia	Toombs	6842	23.33515333
13281	Georgia	Towns	1640	14.93028586
13283	Georgia	Treutlen	1704	19.93898893
13285	Georgia	Troup	17881	18.60057333
13287	Georgia	Turner	2133	21.57361226
13289	Georgia	Twiggs	1811	22.8433286
13291	Georgia	Union	3940	14.15736893
13293	Georgia	Upson	6009	19.90970066
13295	Georgia	Walker	16683	17.77553397
13297	Georgia	Walton	22130	16.86508269
13299	Georgia	Ware	9214	21.90087161
13301	Georgia	Warren	1234	24.27396856
13303	Georgia	Washington	5096	23.18413658
13305	Georgia	Wayne	7866	20.22426892
13307	Georgia	Webster	496	20.20158405
13309	Georgia	Wheeler	2449	25.28921333
13311	Georgia	White	5935	15.33857072
13313	Georgia	Whitfield	27254	22.81717774
13315	Georgia	Wilcox	2538	21.85821341
13317	Georgia	Wilkes	1949	23.98241097
13319	Georgia	Wilkinson	2073	20.872013
13321	Georgia	Worth	4844	19.90645552
15000	Hawaii		383079	14.16327351
15001	Hawaii	Hawaii	46752	13.94562311
15003	Hawaii	Honolulu	275666	13.04336416
15005	Hawaii	Kalawao	16	14.52987551
15007	Hawaii	Kauai	17447	12.49327899
15009	Hawaii	Maui	43198	12.8606874
16000	Idaho		429410	14.56711504
16001	Idaho	Ada	126673	11.474882
16003	Idaho	Adams	674	14.96162657
16005	Idaho	Bannock	23439	14.89350021
16007	Idaho	Bear Lake	1296	13.54948369
16009	Idaho	Benewah	1735	15.5476737
16011	Idaho	Bingham	10655	15.9895549
16013	Idaho	Blaine	4916	14.18334924
16015	Idaho	Boise	1215	13.38661002
16017	Idaho	Bonner	8732	13.42059988
16019	Idaho	Bonneville	29514	14.72967667
16021	Idaho	Boundary	2394	15.33405355
16023	Idaho	Butte	582	14.35930596
16025	Idaho	Camas	158	16.90671321
16027	Idaho	Canyon	55063	17.4538842
16029	Idaho	Caribou	1610	13.17417977
16031	Idaho	Cassia	5633	15.57701643
16033	Idaho	Clark	269	24.89730859
16035	Idaho	Clearwater	1797	14.06840296
16037	Idaho	Custer	655	14.79989329
16039	Idaho	Elmore	7036	16.42678851
16041	Idaho	Franklin	3200	12.68636476
16043	Idaho	Fremont	3029	15.614299
16045	Idaho	Gem	3217	15.99123051
16047	Idaho	Gooding	3357	17.37518832
16049	Idaho	Idaho	2986	16.93516207
16051	Idaho	Jefferson	7001	13.33521645
16053	Idaho	Jerome	5982	17.25598974
16055	Idaho	Kootenai	37742	13.54864874
16057	Idaho	Latah	9072	13.58119522
16059	Idaho	Lemhi	1390	15.48660986
16061	Idaho	Lewis	691	16.7313287
16063	Idaho	Lincoln	1362	17.7624307
16065	Idaho	Madison	9049	17.4921266
16067	Idaho	Minidoka	4908	18.65078557
16069	Idaho	Nez Perce	9736	14.31000945
16071	Idaho	Oneida	842	12.84219541
16073	Idaho	Owyhee	2566	20.07404281
16075	Idaho	Payette	5090	16.72574007
16077	Idaho	Power	1796	18.54559647
16079	Idaho	Shoshone	2569	15.47383074
16081	Idaho	Teton	3327	12.91233729
16083	Idaho	Twin Falls	22027	15.33122582
16085	Idaho	Valley	2408	11.94861151
16087	Idaho	Washington	2017	17.97627229
17000	Illinois		3431354	17.19867644
17001	Illinois	Adams	15696	14.77251796
17003	Illinois	Alexander	1401	24.27254001
17005	Illinois	Bond	4171	15.59846691
17007	Illinois	Boone	12451	15.61434201
17009	Illinois	Brown	2256	15.60150068
17011	Illinois	Bureau	7216	15.16562245
17013	Illinois	Calhoun	964	13.69214692
17015	Illinois	Carroll	2972	13.53228852
17017	Illinois	Cass	3132	17.31809673
17019	Illinois	Champaign	53335	16.33273794
17021	Illinois	Christian	7977	14.40016855
17023	Illinois	Clark	3532	15.40135046
17025	Illinois	Clay	2943	14.93819057
17027	Illinois	Clinton	9846	12.99059161
17029	Illinois	Coles	12419	17.7365982
17031	Illinois	Cook	1557994	17.14085106
17033	Illinois	Crawford	4959	14.34633984
17035	Illinois	Cumberland	2536	14.49617044
17037	Illinois	DeKalb	26014	15.74336024
17039	Illinois	De Witt	3756	13.91735839
17041	Illinois	Douglas	4780	15.06231061
17043	Illinois	DuPage	238421	12.90253039
17045	Illinois	Edgar	4004	14.65434153
17047	Illinois	Edwards	1409	13.88110493
17049	Illinois	Effingham	8365	14.11345331
17051	Illinois	Fayette	5418	16.63998907
17053	Illinois	Ford	3020	15.31636168
17055	Illinois	Franklin	9202	17.29238859
17057	Illinois	Fulton	8781	15.80007241
17059	Illinois	Gallatin	1150	16.57260852
17061	Illinois	Greene	3103	15.49856515
17063	Illinois	Grundy	13469	13.5144132
17065	Illinois	Hamilton	1807	15.21274661
